cust_id,customer_gender,age_group,customer_country
4714_cust,Male,18-24,Norway
4715,Other,55-65,Norway
4716_cust,Female,45-54,Norway
4717,Male,45-54,Sweden
4718,Female,45-54,Sweden
4719,Female,18-24,Finland
4720,Male,25-34,Sweden
4721_cust,Other,18-24,Denmark
4722_cust,Other,35-44,Norway
4723,Male,55-65,Norway
4724,Male,45-54,Denmark
4725,Male,45-54,Sweden
4726,Other,45-54,Sweden
4727,Other,18-24,Norway
4728,Other,45-54,Norway
4729,Other,25-34,Sweden
4730_cust,Other,25-34,Sweden
4731,Female,55-65,Sweden
4732_cust,Male,25-34,Finland
4733,Male,45-54,Norway
4734,Male,35-44,Finland
4735_cust,Other,45-54,Norge
4736,Other,55-65,Finland
4737,Female,45-54,Sweden
4738,Female,55-65,Norway
4739,Male,18-24,Sweden
4740_cust,Male,18-24,Sweden
4741,m,25-34,Denmark
4742,Other,55-65,Finland
4743_cust,Other,18-24,Sweden
4744_cust,Other,25-34,Denmark
4745_cust,Female,25-34,Sweden
4746,Male,18-24,Sweden
4747_cust,Male,18-24,Sweden
4748,Female,25-34,Norway
4749,Other,45-54,Sweden
4750,Female,18-24,Finland
4751,Female,35-44,Sweden
4752,Other,55-65,Sweden
4753,Male,18-24,Finland
4754,Male,25-34,Norway
4755,Other,35-44,Sweden
4756,Other,35-44,Sweden
4757,Male,18-24,Norway
4758,Other,18-24,Sweden
4759,Other,35-44,Norway
4760,Other,18-24,Sweden
4761,Male,55-65,Finland
4762,Female,25-34,Sweden
4763,Other,35-44,Denmark
4764_cust,Other,35-44,Denmark
4765,Male,55-65,Finland
4766_cust,Male,45-54,Sweden
4767,Male,45-54,Norway
4768,Male,18-24,Finland
4769,Female,35-44,Sweden
4770_cust,Male,25-34,Norway
4771,Other,35-44,Denmark
4772,Male,45-54,Sweden
4773,Female,55-65,Norway
4774,Other,55-65,Sweden
4775,Other,18-24,Sweden
4776,Female,35-44,Finland
4777,Male,55-65,Norway
4778,Other,55-65,Finland
4779,Male,55-65,Sweden
4780_cust,Female,25-34,Denmark
4781,Other,35-44,Denmark
4782_cust,Male,25-34,Sweden
4783,Other,18-24,Finland
4784_cust,Male,18-24,Denmark
4785_cust,Other,45-54,Denmark
4786,Other,25-34,Denmark
4787,Female,35-44,Finland
4788_cust,Male,55-65,Denmark
4789,Other,35-44,Denmark
4790_cust,Other,18-24,Finland
4791_cust,Other,35-44,Norway
4792_cust,Male,25-34,Sweden
4793_cust,Female,18-24,Sweden
4794,Other,25-34,Sweden
4795,Male,18-24,Sweden
4796,Other,25-34,Denmark
4797,Male,55-65,Finland
4798,Other,25-34,Sweden
4799_cust,Other,45-54,Denmark
4800,Other,55-65,Finland
4801,Male,45-54,Sweden
4802,m,45-54,Norway
4803,Female,45-54,Denmark
4804,Female,25-34,Sweden
4805,Other,55-65,Finland
4806,Female,25-34,Denmark
4807,Other,18-24,Denmark
4808,Female,25-34,Denmark
4809,Female,35-44,Norway
4810_cust,Female,25-34,Finland
4811,Other,35-44,Sweden
4812,Other,18-24,Norway
4813,Female,35-44,Denmark
4814_cust,Male,25-34,Finland
4815,Female,35-44,Sweden
4816,Other,35-44,Sweden
4817_cust,Other,35-44,Finland
4818,Male,18-24,Denmark
4819_cust,Female,45-54,Denmark
4820,Other,18-24,Sweden
4821,Female,35-44,Norway
4822,Other,18-24,Norway
4823,Female,18-24,Sweden
4824,Other,45-54,Sweden
4825,Other,35-44,Norway
4826,Female,55-65,Sweden
4827,Male,18-24,Finland
4828,Other,18-24,Denmark
4829,Female,35-44,Denmark
4830,Other,35-44,Sweden
4831,Female,18-24,Sweden
4832,Other,18-24,Sweden
4833,Male,35-44,Sweden
4834_cust,Other,35-44,Sweden
4835_cust,Female,18-24,Sweden
4836,Other,35-44,Sweden
4837,Other,55-65,Sweden
4838,Female,25-34,Denmark
4839,f,45-54,Sweden
4840,Other,45-54,Sweden
4841,Female,55-65,Denmark
4842,Female,25-34,Denmark
4843,Male,18-24,Denmark
4844,Female,18-24,Finland
4845,Other,55-65,Finland
4846_cust,Female,55-65,Norway
4847_cust,Male,18-24,Finland
4848_cust,Female,35-44,Denmark
4849,Male,45-54,Denmark
4850_cust,Other,45-54,Norway
4851,Other,35-44,Finland
4852,Female,35-44,Norway
4853,Female,18-24,Denmark
4854,Other,35-44,Finland
4855,Other,45-54,Denmark
4856,Male,55-65,Sweden
4857,Other,25-34,Norway
4858_cust,Female,25-34,Finland
4859_cust,Other,35-44,Norway
4860,Female,35-44,Sweden
4861,Other,55-65,Sweden
4862_cust,Male,18-24,Denmark
4863,Female,55-65,Norway
4864,Female,55-65,Finland
4865_cust,Female,35-44,Finland
4866_cust,Female,45-54,Sweden
4867,Other,45-54,Denmark
4868_cust,Male,55-65,Norway
4869,Other,55-65,Denmark
4870_cust,Other,45-54,Sweden
4871,Other,25-34,Sweden
4872,Other,45-54,Sweden
4873_cust,Female,45-54,Finland
4874_cust,Other,35-44,Norway
4875,Female,18-24,Sverige
4876_cust,Female,55-65,Norway
4877,Other,35-44,Finland
4878,Other,45-54,Norway
4879,Other,35-44,Sweden
4880_cust,Male,45-54,Denmark
4881,Female,25-34,Denmark
4882,Other,55-65,Sweden
4883,Male,55-65,Sweden
4884,Other,18-24,Sweden
4885,Female,55-65,Finland
4886,Male,45-54,Norway
4887_cust,Female,55-65,Sweden
4888,Male,18-24,Norway
4889,Female,35-44,Sweden
4890,Other,25-34,Sweden
4891_cust,Male,25-34,Finland
4892,m,18-24,Finland
4893_cust,Female,55-65,Sweden
4894_cust,Male,18-24,Norway
4895,Other,35-44,Sweden
4896,Other,18-24,Denmark
4897,Female,18-24,Sweden
4898,Male,18-24,Sweden
4899,m,35-44,Sweden
4900_cust,Female,45-54,Denmark
4901,Other,18-24,Denmark
4902,Other,45-54,Finland
4903,Other,18-24,Norway
4904,Male,35-44,Sweden
4905,Male,18-24,Sweden
4906,Other,18-24,Finland
4907,Female,45-54,Finland
4908_cust,Other,55-65,Sweden
4909_cust,Other,55-65,Sweden
4910,Other,45-54,Sweden
4911,Female,35-44,Sweden
4912,Male,55-65,Norway
4913,Other,45-54,Norway
4914,Other,25-34,Sweden
4915,Male,18-24,Norway
4916_cust,Male,45-54,Denmark
4917,Male,25-34,Finland
4918,Other,35-44,Finland
4919_cust,Other,35-44,Sweden
4920,Male,35-44,Sweden
4921,Male,45-54,Denmark
4922,Female,55-65,Denmark
4923,Male,45-54,Norway
4924_cust,Other,55-65,Sweden
4925_cust,Male,55-65,Denmark
4926,Other,18-24,Sweden
4927_cust,Other,35-44,Sweden
4928,Female,35-44,Denmark
4929,Other,18-24,Sweden
4930_cust,Female,25-34,Norway
4931,Other,55-65,Norway
4932,Male,55-65,Finland
4933,Other,35-44,Sweden
4934_cust,Other,25-34,Denmark
4935_cust,Female,25-34,Sweden
4936_cust,Female,35-44,Norway
4937,Female,55-65,Sweden
4938,Female,25-34,Finland
4939,Female,55-65,Denmark
4940_cust,Other,18-24,Denmark
4941,Other,45-54,Sweden
4942,Female,35-44,Finland
4943,Other,35-44,Finland
4944,Other,18-24,Finland
4945,Male,25-34,Sweden
4946,Other,25-34,Finland
4947_cust,Other,25-34,Norway
4948_cust,Other,35-44,Finland
4949,Female,45-54,Finland
4950_cust,Other,45-54,Finland
4951,Male,25-34,Norway
4952,Female,55-65,Finland
4953_cust,Female,18-24,Denmark
4954_cust,Other,25-34,Sweden
4955,Female,55-65,Norway
4956,Female,18-24,Sweden
4957_cust,Other,35-44,Sweden
4958_cust,Male,35-44,Finland
4959,Other,25-34,Denmark
4960,Female,25-34,Norway
4961,Male,55-65,Denmark
4962,Male,35-44,Denmark
4963_cust,Other,35-44,Finland
4964,Other,25-34,Sweden
4965,Other,55-65,Sweden
4966_cust,Female,55-65,Denmark
4967,Male,55-65,Finland
4968,Other,25-34,Sweden
4969,Male,25-34,Denmark
4970,Female,45-54,Finland
4971_cust,Male,18-24,Sweden
4972,Female,18-24,Finland
4973,Female,18-24,Sweden
4974_cust,Other,35-44,Denmark
4975,Female,45-54,Denmark
4976,Female,25-34,Finland
4977,Other,55-65,Sweden
4978,Other,35-44,Sweden
4979,Male,18-24,Sweden
4980,Male,45-54,Denmark
4981_cust,Other,55-65,Sweden
4982,Female,55-65,Sweden
4983_cust,Female,45-54,Denmark
4984,Female,25-34,Sweden
4985,Female,18-24,Norway
4986_cust,Other,18-24,Sweden
4987,Other,55-65,Sweden
4988,Other,35-44,Finland
4989,Other,18-24,Sweden
4990,Other,18-24,Finland
4991_cust,Male,35-44,Denmark
4992,Other,25-34,Finland
4993_cust,Other,18-24,Norway
4994,Male,35-44,Norway
4995_cust,Female,18-24,Finland
4996_cust,Other,45-54,Finland
4997_cust,Male,55-65,Norway
4998,Female,35-44,Denmark
4999_cust,Other,45-54,Sweden
5000,Other,25-34,Norway
5001,Female,25-34,Sweden
5002,Male,45-54,Denmark
5003_cust,Female,35-44,Sweden
5004,Male,55-65,Denmark
5005_cust,Other,35-44,Finland
5006_cust,Other,18-24,Denmark
5007_cust,Female,25-34,Finland
5008,Male,45-54,Denmark
5009,Male,35-44,Sweden
5010,Other,45-54,Denmark
5011,Female,45-54,Sweden
5012_cust,Male,18-24,Denmark
5013,Other,18-24,Finland
5014_cust,Male,18-24,Denmark
5015_cust,Other,25-34,Denmark
5016,Other,18-24,Norway
5017,Male,18-24,Norway
5018,Female,55-65,Finland
5019,Other,45-54,Norway
5020,Other,18-24,Norway
5021,Other,25-34,Finland
5022,Other,55-65,Finland
5023,Other,25-34,Sweden
5024,Other,55-65,Denmark
5025,Other,55-65,Norway
5026_cust,Other,55-65,Sweden
5027,Other,35-44,Denmark
5028,Female,45-54,Denmark
5029,Male,18-24,Sweden
5030,Other,55-65,Norway
5031,Male,45-54,Sweden
5032_cust,Female,35-44,Sweden
5033,Other,55-65,Norway
5034,Other,35-44,Sweden
5035,Other,35-44,Sweden
5036,Female,35-44,Sweden
5037,Other,35-44,Finland
5038,Female,55-65,Denmark
5039_cust,Male,25-34,Norway
5040_cust,Female,25-34,Norway
5041,Other,25-34,Sweden
5042,Male,18-24,Norway
5043,Female,18-24,Norway
5044,Other,55-65,Finland
5045,Other,18-24,Sweden
5046_cust,Female,45-54,Sweden
5047,Male,55-65,Finland
5048_cust,Female,25-34,Sweden
5049,Other,25-34,Denmark
5050,m,45-54,Sweden
5051_cust,Other,18-24,Sweden
5052,Male,18-24,Finland
5053,Other,35-44,Sverige
5054,Other,55-65,Sweden
5055,Other,18-24,Sweden
5056,f,18-24,Finland
5057,Male,55-65,Sweden
5058,Female,45-54,Norway
5059,Other,55-65,Sweden
5060,Other,25-34,Sweden
5061,Other,18-24,Sweden
5062_cust,Male,18-24,Denmark
5063,m,55-65,Finland
5064,Other,18-24,Norway
5065,Female,25-34,Sweden
5066,Male,18-24,Sweden
5067,Other,45-54,Finland
5068,Other,55-65,Finland
5069,Male,55-65,Finland
5070,Female,35-44,Sweden
5071,Other,55-65,Denmark
5072,Male,45-54,Norway
5073,Male,18-24,Sweden
5074,Other,45-54,Sweden
5075,Female,18-24,Sweden
5076,Male,55-65,Sweden
5077_cust,Female,25-34,Norway
5078,Other,25-34,Finland
5079_cust,Male,45-54,Denmark
5080,Female,45-54,Norway
5081,Male,45-54,Denmark
5082_cust,Female,35-44,Denmark
5083,Other,45-54,Sweden
5084,Other,18-24,Sweden
5085,Other,18-24,Denmark
5086,Male,18-24,Norway
5087,Other,18-24,Finland
5088,Other,25-34,Sweden
5089,Other,35-44,Sweden
5090,Female,18-24,Norway
5091,Male,18-24,Denmark
5092_cust,Other,25-34,Finland
5093,Female,55-65,Finland
5094,Other,45-54,Finland
5095_cust,Other,18-24,Sweden
5096,Male,18-24,Finland
5097,Other,25-34,Sweden
5098_cust,Male,25-34,Sweden
5099,Male,55-65,Sverige
5100,Female,55-65,Norway
5101,Female,35-44,Denmark
5102,Female,25-34,Denmark
5103_cust,Female,18-24,Sweden
5104_cust,Other,45-54,Norway
5105,m,55-65,Sweden
5106,Male,55-65,Denmark
5107,Other,25-34,Sweden
5108,Other,45-54,Denmark
5109_cust,Other,25-34,Norway
5110,Male,45-54,Sweden
5111,f,18-24,Sweden
5112_cust,Male,18-24,Sweden
5113_cust,Male,25-34,Finland
5114,Male,25-34,Sweden
5115_cust,Male,25-34,Sweden
5116,Other,35-44,Sweden
5117_cust,Other,18-24,Denmark
5118,Other,45-54,Norway
5119_cust,Female,18-24,Sweden
5120,Male,55-65,Norway
5121,Other,55-65,Finland
5122_cust,Male,18-24,Sweden
5123,Other,25-34,Sweden
5124,Other,18-24,Sweden
5125,Other,25-34,Sweden
5126,Other,25-34,Sweden
5127,Male,35-44,Norway
5128,Other,55-65,Sweden
5129_cust,Male,45-54,Denmark
5130,Other,25-34,Sweden
5131,Male,25-34,Denmark
5132,f,18-24,Sweden
5133_cust,Female,55-65,Finland
5134,Female,25-34,Sweden
5135_cust,Other,45-54,Norway
5136_cust,Male,25-34,Norway
5137_cust,Female,35-44,Sweden
5138_cust,Male,18-24,Sweden
5139,Other,45-54,Sweden
5140,Male,25-34,Finland
5141,Female,18-24,Sweden
5142,Other,18-24,Norway
5143,Other,35-44,Finland
5144,Female,35-44,Norway
5145,Other,45-54,Sweden
5146,Female,35-44,Norway
5147_cust,Other,18-24,Sweden
5148,Male,35-44,Sweden
5149,Female,55-65,Sweden
5150_cust,Female,18-24,Finland
5151_cust,Female,25-34,Norway
5152_cust,Other,25-34,Denmark
5153_cust,Female,25-34,Finland
5154,Female,25-34,Finland
5155_cust,Male,25-34,Sweden
5156_cust,Other,55-65,Finland
5157,Other,25-34,Denmark
5158_cust,Female,55-65,Sweden
5159,Male,45-54,Norway
5160,Other,55-65,Denmark
5161,Female,45-54,Sweden
5162_cust,Male,45-54,Denmark
5163_cust,Male,18-24,Finland
5164_cust,Male,25-34,Sweden
5165_cust,Female,35-44,Finland
5166,Female,18-24,Sweden
5167,Male,45-54,Sweden
5168,Male,55-65,Sweden
5169,Female,45-54,Denmark
5170,Other,18-24,Norway
5171,Male,35-44,Sweden
5172,Other,25-34,Sweden
5173_cust,Other,18-24,Finland
5174,Female,35-44,Norway
5175,Male,35-44,Norway
5176_cust,Other,45-54,Finland
5177,Other,55-65,Denmark
5178_cust,Male,35-44,Denmark
5179,Other,35-44,Sweden
5180,Female,18-24,Norway
5181_cust,Female,35-44,Denmark
5182,Male,18-24,Denmark
5183_cust,Other,25-34,Sweden
5184,Female,18-24,Finland
5185,Other,55-65,Denmark
5186,Female,45-54,Norway
5187,Other,35-44,Finland
5188,Female,55-65,Sweden
5189,Male,45-54,Finland
5190,Other,25-34,Denmark
5191,Male,25-34,Norway
5192,Other,35-44,Sweden
5193_cust,Other,45-54,Finland
5194,Female,18-24,Norway
5195,Female,35-44,Sweden
5196,Male,55-65,Finland
5197,Male,25-34,Sweden
5198_cust,Female,35-44,Finland
5199_cust,Other,45-54,Sweden
5200,Other,35-44,Norway
5201_cust,Female,35-44,Denmark
5202,Female,55-65,Denmark
5203_cust,Other,18-24,Denmark
5204,Female,35-44,Finland
5205,Female,45-54,Finland
5206,Other,45-54,Sweden
5207,Male,45-54,Finland
5208_cust,Male,45-54,Sweden
5209,Male,18-24,Sweden
5210,Male,45-54,Sweden
5211,Male,18-24,Sweden
5212,Other,25-34,Denmark
5213,Male,25-34,Sweden
5214,Other,18-24,Norway
5215_cust,Male,18-24,Finland
5216,Other,25-34,Denmark
5217_cust,Female,55-65,Denmark
5218_cust,Male,45-54,Denmark
5219,Male,25-34,Sweden
5220_cust,Female,55-65,Sweden
5221,Other,18-24,Denmark
5222_cust,Male,35-44,Finland
5223,Other,18-24,Denmark
5224,Other,35-44,Denmark
5225,Female,45-54,Finland
5226,Other,25-34,Norway
5227,Male,18-24,Norway
5228_cust,Other,55-65,Denmark
5229,Male,18-24,Denmark
5230,Female,55-65,Finland
5231_cust,Other,35-44,Norway
5232_cust,Male,25-34,Norway
5233,Other,55-65,Denmark
5234,Female,18-24,Sweden
5235,Male,18-24,Denmark
5236,Male,45-54,Finland
5237,Male,35-44,Norway
5238,Other,55-65,Sweden
5239,Other,45-54,Finland
5240,Female,35-44,Sweden
5241,Female,18-24,Sweden
5242,Female,55-65,Denmark
5243,Other,55-65,Sweden
5244_cust,Male,35-44,Sweden
5245_cust,Other,45-54,Sweden
5246_cust,Other,55-65,Norway
5247,Other,35-44,Finland
5248_cust,Male,18-24,Sweden
5249,Other,45-54,Sweden
5250,Female,35-44,Norge
5251_cust,Other,55-65,Sweden
5252,Other,35-44,Finland
5253_cust,Other,35-44,Sweden
5254_cust,Female,45-54,Norway
5255,Other,18-24,Sweden
5256,Male,55-65,Denmark
5257,Other,45-54,Sweden
5258,Other,25-34,Denmark
5259,Other,25-34,Denmark
5260,Male,35-44,Sverige
5261,Female,25-34,Norway
5262,Female,55-65,Sweden
5263,Other,45-54,Sweden
5264_cust,Female,35-44,Finland
5265_cust,Male,25-34,Denmark
5266,Male,35-44,Denmark
5267_cust,Other,45-54,Denmark
5268,Male,18-24,Finland
5269,Other,18-24,Sweden
5270,Other,55-65,Denmark
5271,Other,45-54,Sweden
5272,Male,55-65,Finland
5273,Female,25-34,Sweden
5274,Other,25-34,Sweden
5275,Female,35-44,Denmark
5276,Other,35-44,Denmark
5277_cust,Other,18-24,Denmark
5278,Female,18-24,Sweden
5279,Female,18-24,Sweden
5280,Female,25-34,Finland
5281,Other,55-65,Finland
5282_cust,Other,25-34,Norway
5283,Other,35-44,Denmark
5284_cust,Female,35-44,Finland
5285_cust,Other,45-54,Sweden
5286_cust,Female,55-65,Denmark
5287,Other,55-65,Denmark
5288_cust,Male,35-44,Sweden
5289_cust,Other,18-24,Finland
5290,Other,45-54,Norway
5291_cust,Male,55-65,Sweden
5292_cust,Female,55-65,Sweden
5293_cust,Male,55-65,Denmark
5294_cust,Female,55-65,Finland
5295,Male,18-24,Finland
5296,Female,18-24,Sweden
5297,Other,25-34,Sweden
5298,Other,45-54,Sverige
5299,Male,25-34,Finland
5300,Other,45-54,Finland
5301_cust,Other,55-65,Denmark
5302,Male,18-24,Denmark
5303,Male,45-54,Sweden
5304_cust,Other,55-65,Norway
5305_cust,Female,25-34,Norway
5306_cust,Other,35-44,Sweden
5307_cust,Other,55-65,Finland
5308_cust,Other,45-54,Sweden
5309,Male,35-44,Finland
5310,Other,55-65,Sweden
5311,Other,35-44,Finland
5312,Male,35-44,Sweden
5313_cust,Female,35-44,Norway
5314,Other,45-54,Sweden
5315_cust,Female,55-65,Finland
5316,Other,45-54,Denmark
5317,Female,25-34,Sweden
5318_cust,Other,35-44,Sweden
5319,Male,18-24,Finland
5320_cust,Other,45-54,Norway
5321,Female,18-24,Finland
5322,Male,18-24,Finland
5323_cust,Other,18-24,Sweden
5324,Other,18-24,Norway
5325,Other,25-34,Denmark
5326,Male,18-24,Sweden
5327,Male,18-24,Norway
5328,Other,35-44,Norway
5329,Other,45-54,Norway
5330,Other,35-44,Sweden
5331,Male,35-44,Sweden
5332,Other,35-44,Finland
5333,Other,25-34,Denmark
5334_cust,Male,35-44,Finland
5335_cust,Male,45-54,Sweden
5336,Other,35-44,Denmark
5337,Female,55-65,Sweden
5338,Male,18-24,Denmark
5339_cust,Other,18-24,Sweden
5340,Female,45-54,Denmark
5341,Male,25-34,Denmark
5342,Other,55-65,Norway
5343,Female,18-24,Norway
5344_cust,Other,55-65,Sweden
5345_cust,Other,18-24,Finland
5346_cust,Other,18-24,Denmark
5347_cust,Other,35-44,Denmark
5348,Other,45-54,Denmark
5349,Other,35-44,Sweden
5350_cust,Other,35-44,Denmark
5351_cust,Female,55-65,Norway
5352_cust,Other,55-65,Norway
5353,Other,18-24,Finland
5354,Female,35-44,Sweden
5355,Other,25-34,Sweden
5356,Other,45-54,Sweden
5357,Other,18-24,Denmark
5358_cust,Female,18-24,Denmark
5359,Other,45-54,Finland
5360_cust,Other,35-44,Sweden
5361,Male,18-24,Sweden
5362,Male,45-54,Norway
5363,Other,55-65,Sweden
5364,Other,55-65,Finland
5365,Female,18-24,Sweden
5366,Other,18-24,Norway
5367,Other,55-65,Finland
5368_cust,Female,45-54,Sweden
5369,Other,45-54,Denmark
5370,Female,18-24,Norway
5371,Male,55-65,Sweden
5372_cust,Other,55-65,Norway
5373_cust,Other,45-54,Denmark
5374,Female,25-34,Sweden
5375,Other,45-54,Sweden
5376,Other,45-54,Denmark
5377,Other,35-44,Sweden
5378_cust,Male,18-24,Sweden
5379_cust,Female,45-54,Sweden
5380,Male,25-34,Sweden
5381,Other,45-54,Sweden
5382,Other,35-44,Denmark
5383,Other,35-44,Denmark
5384_cust,Female,25-34,Denmark
5385,Male,55-65,Finland
5386,Male,35-44,Norway
5387,Female,45-54,Sweden
5388,Other,55-65,Denmark
5389,Other,18-24,Denmark
5390_cust,Female,25-34,Norway
5391,Other,18-24,Sweden
5392,Male,35-44,Denmark
5393,Other,55-65,Sweden
5394_cust,Other,55-65,Sweden
5395_cust,Other,45-54,Norway
5396_cust,Female,18-24,Sweden
5397,Other,18-24,Sweden
5398,Female,55-65,Sweden
5399,Female,18-24,Norway
5400,Male,35-44,Denmark
5401,Male,55-65,Denmark
5402,Male,35-44,Norway
5403,m,18-24,Finland
5404_cust,Other,45-54,Denmark
5405,Male,55-65,Norway
5406,Other,25-34,Sweden
5407,Female,45-54,Finland
5408,Other,45-54,Sweden
5409_cust,Other,45-54,Denmark
5410,Male,25-34,Norway
5411,Female,55-65,Sweden
5412,Female,45-54,Sweden
5413,Other,18-24,Norway
5414,Other,55-65,Denmark
5415,Female,45-54,Sweden
5416,Female,45-54,Denmark
5417_cust,Other,35-44,Denmark
5418,Male,18-24,Sweden
5419_cust,Other,18-24,Sweden
5420_cust,Other,35-44,Sweden
5421,Female,35-44,Sweden
5422_cust,Other,18-24,Sweden
5423_cust,Female,55-65,Finland
5424_cust,Male,25-34,Denmark
5425,Female,35-44,Norway
5426_cust,Female,18-24,Denmark
5427,Other,18-24,Sweden
5428_cust,Other,35-44,Finland
5429,Female,45-54,Norway
5430,Other,45-54,Finland
5431,Female,45-54,Norway
5432,Other,25-34,Sweden
5433_cust,Other,45-54,Finland
5434,Other,25-34,Sweden
5435_cust,Other,35-44,Sweden
5436,Female,55-65,Norway
5437_cust,Female,55-65,Sweden
5438,Female,35-44,Sweden
5439_cust,Other,55-65,Sweden
5440_cust,Other,18-24,Norway
5441_cust,Female,35-44,Denmark
5442,Other,18-24,Denmark
5443_cust,Female,25-34,Norway
5444,Female,18-24,Sweden
5445_cust,Other,25-34,Norway
5446,Other,45-54,Denmark
5447_cust,Other,45-54,Denmark
5448_cust,Other,18-24,Sverige
5449_cust,Female,18-24,Denmark
5450,Female,35-44,Sweden
5451,Female,45-54,Sweden
5452_cust,Male,55-65,Norway
5453,Male,18-24,Sweden
5454_cust,Other,25-34,Norway
5455,Other,25-34,Sweden
5456,Other,55-65,Denmark
5457,Other,35-44,Denmark
5458,Female,25-34,Denmark
5459_cust,Male,18-24,Denmark
5460,Other,45-54,Sweden
5461,Other,55-65,Norway
5462_cust,Other,18-24,Sweden
5463,Female,45-54,Norway
5464,Male,18-24,Sweden
5465,Male,25-34,Norway
5466_cust,Female,45-54,Finland
5467,Other,55-65,Denmark
5468_cust,Male,55-65,Sweden
5469_cust,Other,25-34,Denmark
5470,Other,18-24,Denmark
5471_cust,Male,35-44,Sweden
5472,Male,55-65,Sweden
5473,Male,18-24,Finland
5474_cust,Other,45-54,Norway
5475,Male,45-54,Sweden
5476_cust,Other,25-34,Denmark
5477,Female,55-65,Sweden
5478_cust,Female,45-54,Norway
5479_cust,Female,25-34,Norway
5480,Male,18-24,Sweden
5481,Female,35-44,Finland
5482_cust,Female,55-65,Sweden
5483,Other,35-44,Sweden
5484,Female,18-24,Norway
5485,Other,45-54,Sweden
5486,Male,25-34,Denmark
5487,Other,18-24,Denmark
5488_cust,Other,25-34,Sverige
5489,Other,55-65,Norway
5490,Other,18-24,Sweden
5491_cust,Female,55-65,Sweden
5492,Other,55-65,Sweden
5493,Male,45-54,Sweden
5494,Other,25-34,Norway
5495_cust,Female,45-54,Denmark
5496,Male,25-34,Sweden
5497,Other,35-44,Sweden
5498,Female,25-34,Denmark
5499,Other,35-44,Sweden
5500,Male,18-24,Sweden
5501_cust,Female,35-44,Sweden
5502_cust,Male,35-44,Norway
5503_cust,Male,55-65,Sverige
5504,Female,18-24,Denmark
5505,Male,18-24,Denmark
5506_cust,Other,18-24,Denmark
5507,Male,18-24,Norway
5508,Female,25-34,Denmark
5509,Other,18-24,Sweden
5510_cust,Other,45-54,Denmark
5511,Female,35-44,Sweden
5512,Female,25-34,Sweden
5513_cust,Female,45-54,Norway
5514,Other,25-34,Sweden
5515,Other,45-54,Norway
5516,Other,18-24,Sweden
5517,Other,25-34,Denmark
5518,Female,55-65,Denmark
5519,Male,25-34,Norway
5520,Female,35-44,Sweden
5521,Female,18-24,Finland
5522,Other,45-54,Norway
5523,Female,18-24,Sweden
5524,Other,35-44,Finland
5525,Female,18-24,Denmark
5526,Male,35-44,Norway
5527_cust,Female,55-65,Finland
5528_cust,Male,18-24,Norway
5529_cust,Female,35-44,Finland
5530_cust,Female,25-34,Denmark
5531,Female,35-44,Sweden
5532,Female,55-65,Finland
5533,Female,55-65,Sweden
5534_cust,Female,35-44,Denmark
5535,Male,35-44,Sweden
5536_cust,Other,18-24,Norway
5537,Male,45-54,Denmark
5538,Other,35-44,Sweden
5539_cust,Other,18-24,Denmark
5540,Female,18-24,Finland
5541,Male,55-65,Sweden
5542_cust,Other,35-44,Denmark
5543,Female,18-24,Sweden
5544,Other,55-65,Sweden
5545,Other,55-65,Sweden
5546,Male,35-44,Denmark
5547_cust,Female,45-54,Norway
5548_cust,Male,35-44,Sweden
5549,Male,45-54,Sweden
5550_cust,Other,55-65,Sweden
5551,Female,55-65,Norway
5552,Male,55-65,Norway
5553,Female,18-24,Denmark
5554_cust,Female,18-24,Norway
5555,Female,25-34,Finland
5556,Other,35-44,Sweden
5557,Other,25-34,Norway
5558,Other,55-65,Sweden
5559_cust,Female,55-65,Sweden
5560,Male,45-54,Denmark
5561_cust,Female,55-65,Sweden
5562,Other,25-34,Norway
5563,Other,18-24,Denmark
5564,Other,45-54,Sweden
5565,Male,25-34,Finland
5566,Other,35-44,Norway
5567,Male,45-54,Finland
5568_cust,Female,25-34,Sweden
5569,Male,25-34,Denmark
5570,Female,18-24,Norway
5571_cust,Female,18-24,Finland
5572_cust,Other,25-34,Sweden
5573,Other,25-34,Finland
5574,Other,25-34,Finland
5575,Other,55-65,Denmark
5576_cust,Other,55-65,Finland
5577_cust,Other,25-34,Sweden
5578_cust,Other,45-54,Finland
5579,Other,55-65,Norway
5580,Male,18-24,Finland
5581,Other,25-34,Finland
5582_cust,Female,45-54,Norway
5583,Other,18-24,Sweden
5584,Female,45-54,Finland
5585_cust,Male,55-65,Finland
5586,m,45-54,Sweden
5587,Other,18-24,Norway
5588,Other,35-44,Denmark
5589,Male,18-24,Norway
5590,Male,45-54,Norway
5591,Other,25-34,Denmark
5592,Female,45-54,Finland
5593,Other,18-24,Sweden
5594,Female,55-65,Denmark
5595,Other,55-65,Denmark
5596,Other,45-54,Finland
5597_cust,Female,25-34,Norway
5598_cust,Male,45-54,Sweden
5599_cust,Female,35-44,Finland
5600,Other,25-34,Denmark
5601,Male,25-34,Denmark
5602_cust,Male,55-65,Sweden
5603_cust,Other,25-34,Denmark
5604_cust,Other,35-44,Denmark
5605,Male,25-34,Finland
5606,Female,25-34,Denmark
5607,Other,18-24,Sweden
5608,Male,55-65,Denmark
5609_cust,Other,18-24,Sweden
5610,Female,25-34,Denmark
5611,Female,25-34,Denmark
5612,Other,18-24,Sweden
5613,Other,25-34,Norway
